Age,Country,Party,EPG,Vote
53,Denmark,Det Radikale Venstre,REG,1
34,United Kingdom,Green Party,Greens/EFA,1
38,Italy,Partito Democratico,S&D,1
58,Croatia,Socijaldemokratska partija Hrvatske,S&D,1
56,Germany,Christlich Demokratische Union Deutschlands,EPP,2
60,Finland,Kansallinen Kokoomus,EPP,1
36,Italy,Movimento 5 Stelle,NI,1
54,Spain,Izquierda Unida,The Left,1
44,France,,NI,1
40,Netherlands,Partij van de Arbeid,S&D,1
70,Italy,Independent,S&D,1
43,Romania,Uniunea Salvați România,REG,1
55,Portugal,Partido Socialista,S&D,1
59,Romania,Partidul Social Democrat,S&D,1
39,Czech Republic,Starostové a nezávisli,EPP,1
48,Sweden,Moderaterna,EPP,2
46,Poland,Prawo i Sprawiedliwość,ECR,2
32,United Kingdom,Liberal Democrats,REG,1
44,Czech Republic,TOP 09 a Starostové,EPP,1
43,Italy,Fratelli d'Italia,ECR,2
66,Slovakia,Slovak PATRIOT,NI,1
48,Bulgaria,Citizens for European Development of Bulgaria,EPP,1
40,Germany,Christlich Demokratische Union Deutschlands,EPP,2
30,Netherlands,Democraten 66,REG,1
64,Poland,Prawo i Sprawiedliwość,ECR,2
51,Portugal,Partido Social Democrata,EPP,2
53,Austria,Sozialdemokratische Partei Österreichs,S&D,1
46,Spain,Izquierda Unida,The Left,1
49,Germany,Alternative für Deutschland,IDG,2
32,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
30,Croatia,Hrvatska demokratska zajednica,EPP,2
44,Spain,Esquerra Republicana de Catalunya,Greens/EFA,1
60,Belgium,Mouvement Réformateur,REG,1
64,Italy,Lega,IDG,1
73,France,Mouvement Radical Social-Libéral,REG,1
62,United Kingdom,Liberal Democrats,REG,1
66,France,Europe Écologie,Greens/EFA,1
55,France,,NI,1
72,Italy,Partito Democratico,S&D,1
61,Spain,Partido Socialista Obrero Español,S&D,1
49,Spain,PODEMOS,The Left,1
56,Spain,Ciudadanos – Partido de la Ciudadanía,REG,1
31,Hungary,Demokratikus Koalíció,S&D,1
52,Italy,Movimento 5 Stelle,NI,1
50,Netherlands,JA21,ECR,1
53,Netherlands,JA21,ECR,1
51,France,Europe Écologie,Greens/EFA,1
64,Lithuania,Lietuvos valstiečių ir žaliųjų sąjunga,Greens/EFA,1
58,France,Rassemblement national,IDG,1
63,United Kingdom,Green Party,Greens/EFA,1
53,United Kingdom,The Brexit Party,NI,3
47,Netherlands,Staatkundig Gereformeerde Partij,ECR,1
41,Spain,Partido Socialista Obrero Español,S&D,1
58,Poland,Prawo i Sprawiedliwość,ECR,2
46,Italy,Forza Italia,EPP,2
59,Spain,Partido Socialista Obrero Español,S&D,1
46,France,Les Républicains,EPP,2
71,Malta,Partit Laburista,S&D,1
51,Portugal,Partido Socialista,S&D,1
37,Italy,Lega,IDG,1
59,Finland,Kansallinen Kokoomus,EPP,2
71,Poland,Prawo i Sprawiedliwość,ECR,2
44,France,Europe Écologie,Greens/EFA,1
52,Denmark,Socialdemokratiet,S&D,1
50,Austria,Sozialdemokratische Partei Österreichs,S&D,1
44,Germany,DIE LINKE.,The Left,1
45,Austria,Österreichische Volkspartei,EPP,2
66,Luxembourg,Parti ouvrier socialiste luxembourgeois,S&D,1
47,Germany,Christlich Demokratische Union Deutschlands,EPP,2
65,Germany,DIE LINKE.,The Left,1
66,Netherlands,Christen Democratisch Appèl,EPP,2
36,Netherlands,Volkspartij voor Vrijheid en Democratie,REG,1
40,Germany,Christlich Demokratische Union Deutschlands,EPP,2
57,Germany,Sozialdemokratische Partei Deutschlands,S&D,1
46,Germany,Christlich Demokratische Union Deutschlands,EPP,2
47,Germany,Christlich Demokratische Union Deutschlands,EPP,2
34,France,La République en marche,REG,1
35,Luxembourg,Indépendent,REG,1
33,Germany,Independent,Greens/EFA,1
44,Austria,Sozialdemokratische Partei Österreichs,S&D,1
56,Poland,Platforma Obywatelska,EPP,2
57,Portugal,Partido Socialista,S&D,1
35,Slovakia,Progresívne Slovensko,REG,1
41,Germany,Christlich Demokratische Union Deutschlands,EPP,2
29,Croatia,Živi Zid,NI,1
59,Bulgaria,VMRO,ECR,2
53,Italy,Partito Democratico,S&D,1
46,United Kingdom,Scottish National Party,Greens/EFA,1
56,Czech Republic,Křesťanská a demokratická unie - Československá strana lidová,EPP,2
37,Croatia,Hrvatska demokratska zajednica,EPP,2
48,Spain,Ciudadanos – Partido de la Ciudadanía,REG,1
54,Germany,Die PARTEI,NI,1
43,Poland,Independent,Greens/EFA,1
