Age,Country,Party,EPG,Vote
48,Hungary,Centre-droit,S&D,1
32,Germany,Centre-droit,EPP,2
51,Italy,Centre,EPP,2
56,Poland,Centre,EPP,2
57,Spain,Centre-droit,S&D,2
60,France,Centre,REG,1
44,Netherlands,Centre-droit,Greens/EFA,1
62,Netherlands,Droite,ECR,2
45,Germany,Centre-droit,S&D,1
37,Italy,Centre-droit,Greens/EFA,1
50,France,Droite,EPP,2
54,France,Centre,REG,2
55,Germany,Centre-droit,EPP,2
53,Portugal,Droite,EPP,2
41,Spain,Centre-droit,S&D,2
57,Italy,Centre-droit,S&D,2
37,Italy,Centre,NI,1
42,Portugal,Droite,The Left,3
58,Germany,Droite,IDG,2
48,Croatia,Centre-droit,REG,2
51,Cyprus,Centre,EPP,2
46,Poland,Centre,EPP,2
44,Belgium,Centre,EPP,2
36,Germany,Gauche,Greens/EFA,1
60,Sweden,Centre-droit,S&D,2
35,Denmark,Centre-droit,S&D,2
32,Italy,Centre,NI,1
57,Denmark,Centre,REG,2
60,Germany,Centre,EPP,2
50,Hungary,Droite,NI,2
32,Austria,Centre,REG,2
43,Spain,Centre-droit,S&D,2
43,Spain,Centre-droit,S&D,2
45,Spain,Centre-droit,S&D,2
66,Germany,Centre-droit,S&D,1
52,Germany,Gauche,Greens/EFA,1
52,Italy,Centre,NI,1
57,Cyprus,Gauche,The Left,1
46,Greece,Gauche,The Left,2
43,Romania,Centre,REG,2
49,Germany,Centre,EPP,2
41,France,Centre-droit,S&D,1
68,Luxembourg,Centre,REG,2
56,Spain,Droite,EPP,2
56,Italy,Droite,IDG,1
66,Romania,Centre,S&D,2
27,Czech Republic,Centre-droit,Greens/EFA,1
48,France,Droite,IDG,1
44,Slovenia,Centre-droit,REG,2
36,Portugal,NA,Greens/EFA,1
69,France,Centre,REG,1
58,France,Centre-droit,S&D,1
43,Hungary,Centre,NI,2
52,Hungary,Droite,NI,2
31,Germany,Centre,REG,2
50,Germany,Gauche,Greens/EFA,1
53,Slovakia,NA,S&D,2
60,Finland,Droite,IDG,2
38,Luxembourg,Centre,EPP,2
65,Finland,Centre-droit,Greens/EFA,1
64,Romania,Centre,EPP,2
34,France,Centre,REG,2
52,Netherlands,Gauche,The Left,1
50,Hungary,Droite,NI,2
40,Czech Republic,Centre,REG,2
43,Slovakia,Centre,REG,2
56,Sweden,Centre-droit,Greens/EFA,1
58,Hungary,Droite,EPP,2
27,Spain,Centre-droit,S&D,2
50,Bulgaria,Gauche,S&D,2
72,Poland,Centre,EPP,2
41,Finland,Droite,IDG,2
36,Netherlands,Centre,REG,2
36,Sweden,Centre-droit,S&D,2
57,Netherlands,Centre,REG,2
63,France,Droite,IDG,1
59,France,Droite,IDG,1
60,Netherlands,Centre-droit,S&D,2
47,France,Droite,IDG,1
31,Slovenia,Centre-droit,REG,2
62,Lithuania,Droite,EPP,2
62,Slovakia,Centre,ECR,2
58,Estonia,Centre-droit,S&D,2
68,Latvia,Centre,EPP,2
45,Bulgaria,Centre,EPP,2
40,Belgium,Centre,ECR,2
41,France,Centre,REG,2
50,Sweden,Centre,REG,2
61,Greece,Centre,EPP,2
61,France,Centre,REG,1
39,Germany,Gauche,Greens/EFA,1
61,Cyprus,Gauche,The Left,1
36,Czech Republic,Centre,REG,2
30,Denmark,Droite,IDG,2
38,Poland,NA,S&D,2
34,Sweden,Centre,EPP,2
50,Greece,Gauche,The Left,1
40,Czech Republic,Centre-droit,Greens/EFA,1
39,Czech Republic,Droite,The Left,1
30,Germany,Centre,REG,2
45,Hungary,Droite,NI,2
58,Greece,Gauche,The Left,1
40,Czech Republic,Centre,REG,2
64,Germany,Centre-droit,S&D,2
64,Lithuania,Droite,EPP,2
64,Germany,Droite,IDG,2
35,Greece,Centre,EPP,2
68,Greece,NA,REG,2
35,Bulgaria,Centre,REG,2
41,France,Centre-droit,S&D,1
57,Belgium,Gauche,Greens/EFA,1
45,Netherlands,Droite,EPP,2
42,France,Droite,IDG,1
56,France,Centre-droit,S&D,1
47,Sweden,Centre,EPP,2
68,Portugal,Centre-droit,S&D,2
36,Netherlands,Droite,EPP,2
43,Germany,Centre,EPP,2
56,France,Centre,REG,2
76,Spain,Droite,EPP,2
49,Germany,Centre,EPP,2
62,Lithuania,NA,EPP,2
45,Romania,Centre-droit,S&D,2
41,Austria,Centre-droit,EPP,2
62,France,Droite,IDG,1
68,Romania,Centre,EPP,2
66,Portugal,Centre-droit,S&D,2
44,Portugal,Centre-droit,S&D,2
58,Croatia,Centre-droit,S&D,2
47,France,Gauche,The Left,1
52,Czech Republic,NA,S&D,2
66,Lithuania,Droite,EPP,2
67,Greece,Centre,EPP,2
40,Denmark,Centre,REG,2
53,Luxembourg,Centre-droit,Greens/EFA,1
59,Germany,NA,NI,2
63,Bulgaria,Centre,REG,2
47,Estonia,Centre-droit,S&D,2
44,Finland,Gauche,The Left,1
45,Hungary,Centre-droit,S&D,1
47,Spain,Droite,EPP,2
55,Spain,Centre-droit,S&D,2
47,Italy,Centre-droit,S&D,2
45,Poland,Centre,ECR,2
58,Germany,Centre,REG,2
39,Romania,Centre,EPP,2
40,Netherlands,Centre,REG,2
36,Germany,Gauche,Greens/EFA,1
71,Germany,Centre-droit,S&D,1
60,Romania,Centre-droit,S&D,2
57,Germany,Centre-droit,EPP,2
54,Czech Republic,Centre,EPP,2
28,Germany,Gauche,Greens/EFA,1
44,Finland,Centre-droit,Greens/EFA,1
35,Greece,Centre,NI,1
53,Germany,Centre-droit,S&D,1
61,Slovenia,Centre,EPP,2
42,Germany,Centre,REG,2
68,Poland,Centre,EPP,2
65,Lithuania,Centre-droit,S&D,2
51,France,Gauche,The Left,1
55,Spain,Centre,REG,2
54,Cyprus,Centre-droit,S&D,2
45,Greece,Centre,NI,1
53,Germany,Gauche,Greens/EFA,1
51,Italy,NA,Greens/EFA,1
58,Belgium,Centre,EPP,2
73,Finland,Centre,REG,2
44,France,Gauche,The Left,1
32,Bulgaria,Gauche,S&D,2
43,Portugal,Droite,The Left,3
22,Denmark,Gauche,Greens/EFA,3
54,Denmark,Centre,REG,2
59,Croatia,Centre-droit,S&D,1
57,Germany,Centre,EPP,2
37,Italy,Centre,NI,1
71,Italy,NA,S&D,1
44,Romania,Centre,REG,2
60,Romania,Centre-droit,S&D,2
49,Sweden,Centre,EPP,2
67,Slovakia,Droite,NI,2
31,Netherlands,Centre,REG,2
65,Poland,Centre,ECR,2
52,Portugal,Droite,EPP,2
54,Austria,Centre-droit,S&D,1
50,Germany,Droite,IDG,2
33,Germany,Gauche,Greens/EFA,1
61,Belgium,Centre,REG,2
65,Italy,Droite,IDG,1
74,France,Centre,REG,2
56,France,NA,NI,1
73,Italy,Centre-droit,S&D,1
50,Spain,Droite,The Left,1
32,Hungary,Centre-droit,S&D,2
54,Netherlands,Droite,ECR,2
59,France,Droite,IDG,1
42,Spain,Centre-droit,S&D,2
47,Italy,Droite,EPP,2
47,France,Droite,EPP,2
52,Portugal,Centre-droit,S&D,1
38,Italy,Droite,IDG,1
45,France,Centre-droit,Greens/EFA,1
53,Denmark,Centre-droit,S&D,2
51,Austria,Centre-droit,S&D,2
45,Germany,Gauche,The Left,1
48,Germany,Centre,EPP,2
37,Netherlands,Centre,REG,2
48,Germany,Centre,EPP,2
36,Luxembourg,NA,REG,2
58,Portugal,Centre-droit,S&D,2
36,Slovakia,Centre,REG,2
42,Germany,Centre,EPP,2
30,Croatia,Droite,NI,1
34,Sweden,Centre,EPP,2
57,Czech Republic,Centre,EPP,1
38,Croatia,Droite,EPP,2
49,Spain,Centre,REG,2
55,Greece,Centre,EPP,2
59,Slovakia,Centre,EPP,2
38,Romania,Centre,REG,2
50,Sweden,Droite,ECR,2
59,Netherlands,Centre-droit,Greens/EFA,1
41,Romania,Centre,REG,2
67,Italy,Droite,EPP,2
41,Italy,Droite,IDG,1
48,Netherlands,Centre-droit,S&D,2
42,Romania,Centre,ECR,2
62,Spain,Droite,ECR,2
42,Sweden,Centre,EPP,2
53,France,Centre,REG,2
39,Romania,Centre,EPP,2
62,Croatia,Droite,ECR,2
54,Estonia,Centre-droit,REG,2
75,Finland,Centre,REG,2
45,Hungary,Droite,NI,2
33,France,Centre-droit,Greens/EFA,1
53,Romania,Centre-droit,S&D,2
45,Hungary,Centre-droit,S&D,2
38,Spain,Gauche,Greens/EFA,1
44,Latvia,Centre-droit,S&D,1
51,Austria,Centre-droit,Greens/EFA,1
51,Belgium,Centre-droit,S&D,2
42,Belgium,Droite,IDG,2
65,Belgium,Centre,ECR,2
31,Netherlands,Centre-droit,Greens/EFA,1
48,Belgium,Centre,REG,2
38,France,Centre,REG,2
56,Germany,Centre,EPP,2
67,Belgium,Centre,REG,2
37,Denmark,Gauche,The Left,1
50,Denmark,Centre-droit,S&D,2
48,Finland,Droite,EPP,2
50,Germany,Gauche,Greens/EFA,1
55,Czech Republic,Centre,ECR,2
57,Italy,Droite,EPP,1
33,Ireland,Centre,EPP,2
51,Sweden,Centre,EPP,2
48,Germany,Centre-droit,EPP,2
38,Sweden,Droite,ECR,2
52,Denmark,Centre,EPP,2
58,Austria,Centre-droit,Greens/EFA,1
56,Romania,Centre,EPP,2
57,Austria,Centre-droit,EPP,2
59,Luxembourg,Centre,EPP,2
34,Netherlands,Centre-droit,S&D,1
49,France,Centre-droit,REG,1
44,France,Centre,REG,2
57,Czech Republic,Centre,ECR,2
34,Italy,Droite,IDG,1
70,Latvia,Gauche,NI,1
50,Croatia,Droite,EPP,2
58,Slovenia,Droite,EPP,2
54,Italy,Centre,REG,2
57,Luxembourg,Centre-droit,S&D,2
49,Spain,Droite,NI,1
58,Spain,Droite,NI,3
28,Finland,Centre-droit,Greens/EFA,1
48,France,Centre,REG,2
36,Sweden,Centre-droit,Greens/EFA,1
45,Spain,Droite,ECR,2
49,Italy,Droite,EPP,2
52,France,Centre,REG,2
63,France,Centre-droit,Greens/EFA,1
48,Slovakia,Centre,EPP,2
59,Spain,Droite,EPP,2
48,France,Centre-droit,S&D,1
35,Romania,Centre-droit,S&D,2
46,Spain,Centre-droit,S&D,2
34,Italy,Droite,ECR,1
38,Spain,Centre,REG,2
