Age,Country,Party,EPG,Vote
53,Austria,Sozialdemokratische Partei Österreichs,S&D,2
45,Poland,Polskie Stronnictwo Ludowe,EPP,2
57,Germany,Christlich-Soziale Union in Bayern e.V.,EPP,2
55,Sweden,Miljöpartiet de gröna,Greens/EFA,2
57,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,EPP,2
26,Spain,Partido Socialista Obrero Español,S&D,2
39,United Kingdom,Liberal Democrats,REG,2
57,United Kingdom,Liberal Democrats,REG,2
61,United Kingdom,Labour Party,S&D,2
49,Bulgaria,Bulgarian Socialist Party,S&D,2
71,Poland,Platforma Obywatelska,EPP,3
40,Finland,Perussuomalaiset,IDG,1
47,Latvia,Attīstībai/Par!,REG,2
35,Sweden,Arbetarepartiet- Socialdemokraterna,S&D,2
56,Netherlands,Democraten 66,REG,2
58,France,Rassemblement national,IDG,1
45,Poland,Polskie Stronnictwo Ludowe,EPP,2
53,United Kingdom,Labour Party,S&D,2
59,Netherlands,Partij van de Arbeid,S&D,2
57,United Kingdom,The Brexit Party,NI,3
66,Poland,Prawo i Sprawiedliwość,ECR,1
57,Poland,Polskie Stronnictwo Ludowe,EPP,2
44,Bulgaria,Democrats for Strong Bulgaria,EPP,2
62,Austria,Österreichische Volkspartei,EPP,2
40,France,La République en marche,REG,2
49,Sweden,Liberalerna,REG,2
60,France,Agir - La Droite constructive,REG,2
38,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
67,Ireland,Fine Gael Party,EPP,2
56,Poland,Prawo i Sprawiedliwość,ECR,1
33,Sweden,Moderaterna,EPP,2
39,Czech Republic,PIRÁTI,Greens/EFA,2
38,Czech Republic,Komunistická strana Čech a Moravy,The Left,2
63,Poland,Platforma Obywatelska,EPP,2
52,Poland,Prawo i Sprawiedliwość,ECR,1
57,Greece,Coalition of the Radical Left,The Left,2
39,Czech Republic,Ano 2011,REG,2
52,Bulgaria,Citizens for European Development of Bulgaria,EPP,2
48,Sweden,Miljöpartiet de gröna,Greens/EFA,2
63,Germany,Alternative für Deutschland,IDG,1
63,Poland,Prawo i Sprawiedliwość,ECR,1
34,Bulgaria,Movement for Rights and Freedoms,REG,2
40,France,Place publique,S&D,2
54,Italy,Lega,IDG,1
44,Netherlands,Christen Democratisch Appèl,EPP,2
40,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
41,France,Rassemblement national,IDG,1
61,France,Rassemblement national,IDG,1
46,Sweden,Kristdemokraterna,EPP,2
67,Portugal,Partido Socialista,S&D,2
35,Netherlands,Christen Democratisch Appèl,EPP,2
71,Poland,,S&D,2
52,Italy,Lega,IDG,1
55,France,Liste Renaissance,REG,2
58,Spain,Partido Socialista Obrero Español,S&D,2
39,Spain,Partido Socialista Obrero Español,S&D,2
60,Ireland,Fine Gael Party,EPP,2
48,United Kingdom,Scottish National Party,Greens/EFA,2
28,Estonia,Eesti Konservatiivne Rahvaerakond,IDG,1
44,Spain,Partido Socialista Obrero Español,S&D,2
46,Italy,Partito Democratico,S&D,2
29,Spain,Partido Socialista Obrero Español,S&D,2
61,France,Rassemblement national,IDG,1
32,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
65,Portugal,Partido Socialista,S&D,2
43,Portugal,Partido Socialista,S&D,2
57,Cyprus,Democratic Party,S&D,2
51,Czech Republic,Independent,S&D,2
33,Bulgaria,Citizens for European Development of Bulgaria,EPP,2
52,Poland,Prawo i Sprawiedliwość,ECR,1
65,Lithuania,Tėvynės sąjunga-Lietuvos krikščionys demokratai,EPP,2
66,Greece,Nea Demokratia,EPP,2
48,Latvia,Nacionālā apvienība 'Visu Latvijai!'-'Tēvzemei un Brīvībai/LNNK',ECR,1
40,Malta,Partit Nazzjonalista,EPP,2
52,Luxembourg,Déi Gréng - Les Verts,Greens/EFA,2
58,Germany,Independent,NI,1
64,Spain,Partido Popular,EPP,2
73,Poland,,S&D,2
43,Finland,Vasemmistoliitto,The Left,2
44,Hungary,Demokratikus Koalíció,S&D,2
61,United Kingdom,The Brexit Party,NI,3
46,Spain,Partido Popular,EPP,2
54,United Kingdom,Labour Party,S&D,2
54,Spain,Partido Socialista Obrero Español,S&D,2
55,United Kingdom,The Brexit Party,NI,3
38,Romania,Partidul Naţional Liberal,EPP,2
46,United Kingdom,Liberal Democrats,REG,2
35,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
78,United Kingdom,Liberal Democrats,REG,2
56,Germany,Christlich-Soziale Union in Bayern e.V.,EPP,2
52,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
60,Slovenia,Nova Slovenija – Krščanski demokrati,EPP,1
57,Ireland,Green Party,Greens/EFA,2
41,Germany,Freie Demokratische Partei,REG,2
67,Poland,Platforma Obywatelska,EPP,2
64,Lithuania,Lietuvos socialdemokratų partija,S&D,2
50,France,La France Insoumise,The Left,2
38,United Kingdom,Labour Party,S&D,2
53,Cyprus,Movement for Social Democracy EDEK,S&D,2
57,United Kingdom,The Brexit Party,NI,3
52,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
50,Italy,Independent,Greens/EFA,1
57,Belgium,Christen-Democratisch & Vlaams,EPP,2
72,Finland,Suomen Keskusta,REG,2
33,Czech Republic,PIRÁTI,Greens/EFA,2
43,France,La France Insoumise,The Left,2
42,Portugal,Partido Comunista Português,The Left,2
53,Denmark,Det Radikale Venstre,REG,2
34,United Kingdom,Green Party,Greens/EFA,2
38,Italy,Partito Democratico,S&D,2
36,Italy,Movimento 5 Stelle,NI,1
54,Spain,Izquierda Unida,The Left,2
40,Netherlands,Partij van de Arbeid,S&D,2
55,Portugal,Partido Socialista,S&D,2
46,Slovakia,Obyčajní ľudia a nezávislé osobnosti,EPP,1
32,United Kingdom,Liberal Democrats,REG,2
30,Netherlands,Democraten 66,REG,2
64,Poland,Prawo i Sprawiedliwość,ECR,1
61,Italy,Forza Italia,EPP,1
46,Spain,Izquierda Unida,The Left,2
32,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
44,Spain,Esquerra Republicana de Catalunya,Greens/EFA,2
60,Belgium,Mouvement Réformateur,REG,2
64,Italy,Lega,IDG,1
73,France,Mouvement Radical Social-Libéral,REG,2
55,France,,NI,1
31,Hungary,Demokratikus Koalíció,S&D,2
52,Italy,Movimento 5 Stelle,NI,1
53,Netherlands,JA21,ECR,1
51,France,Europe Écologie,Greens/EFA,2
64,Lithuania,Lietuvos valstiečių ir žaliųjų sąjunga,Greens/EFA,2
58,France,Rassemblement national,IDG,1
63,United Kingdom,Green Party,Greens/EFA,2
41,Spain,Partido Socialista Obrero Español,S&D,2
58,Poland,Prawo i Sprawiedliwość,ECR,1
46,Italy,Forza Italia,EPP,2
59,Spain,Partido Socialista Obrero Español,S&D,2
46,France,Les Républicains,EPP,2
37,Italy,Lega,IDG,1
71,Poland,Prawo i Sprawiedliwość,ECR,1
52,Denmark,Socialdemokratiet,S&D,2
50,Austria,Sozialdemokratische Partei Österreichs,S&D,2
44,Germany,DIE LINKE.,The Left,2
66,Netherlands,Christen Democratisch Appèl,EPP,1
36,Netherlands,Volkspartij voor Vrijheid en Democratie,REG,2
34,France,La République en marche,REG,2
35,Luxembourg,Indépendent,REG,2
44,Austria,Sozialdemokratische Partei Österreichs,S&D,2
56,Poland,Platforma Obywatelska,EPP,1
57,Portugal,Partido Socialista,S&D,2
35,Slovakia,Progresívne Slovensko,REG,2
29,Croatia,Živi Zid,NI,1
59,Bulgaria,VMRO,ECR,1
53,Italy,Partito Democratico,S&D,2
46,United Kingdom,Scottish National Party,Greens/EFA,2
56,Czech Republic,Křesťanská a demokratická unie - Československá strana lidová,EPP,2
43,Poland,Independent,Greens/EFA,2
69,Italy,Fratelli d'Italia,ECR,1
45,United Kingdom,Independent,NI,3
37,Romania,Uniunea Salvați România,REG,2
58,Netherlands,GroenLinks,Greens/EFA,2
62,Croatia,Hrvatska demokratska zajednica,EPP,2
58,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,EPP,2
56,Poland,Prawo i Sprawiedliwość,ECR,1
66,Italy,Forza Italia,EPP,2
40,Italy,Lega,IDG,1
47,Netherlands,Partij van de Arbeid,S&D,2
33,United Kingdom,The Brexit Party,NI,3
45,Italy,Partito Democratico,S&D,2
54,Poland,Prawo i Sprawiedliwość,ECR,1
69,Italy,Partito Democratico,S&D,2
52,France,Liste Renaissance,REG,2
61,Croatia,Hrvatska konzervativna stranka,ECR,1
53,Estonia,Eesti Keskerakond,REG,2
44,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,2
32,France,Europe Écologie,Greens/EFA,2
32,Italy,Lega,IDG,1
62,France,Liste Renaissance,REG,2
44,Romania,Uniunea Salvați România,REG,2
39,Spain,ANTICAPITALISTAS,The Left,2
50,Austria,Die Grünen - Die Grüne Alternative,Greens/EFA,2
50,Belgium,Socialistische Partij.Anders,S&D,2
47,Belgium,Open Vlaamse Liberalen en Democraten,REG,2
37,France,Mouvement Démocrate,REG,2
39,Spain,PODEMOS,The Left,2
36,Denmark,Enhedslisten,The Left,2
42,Romania,Uniunea Democrată Maghiară din România,EPP,2
47,Finland,Kansallinen Kokoomus,EPP,2
51,United Kingdom,Liberal Democrats,REG,2
57,Austria,Sozialdemokratische Partei Österreichs,S&D,2
56,Italy,Forza Italia,EPP,1
64,Ireland,Independents for change,The Left,2
50,Sweden,Moderaterna,EPP,2
62,United Kingdom,Labour Party,S&D,2
62,Poland,Prawo i Sprawiedliwość,ECR,2
47,Germany,Christlich-Soziale Union in Bayern e.V.,EPP,2
37,Sweden,Sverigedemokraterna,ECR,2
57,Austria,Die Grünen - Die Grüne Alternative,Greens/EFA,3
40,Slovakia,Progresívne Slovensko,REG,3
58,Luxembourg,Parti chrétien social luxembourgeois,EPP,2
56,Poland,Prawo i Sprawiedliwość,ECR,1
33,Netherlands,Partij van de Arbeid,S&D,2
55,Bulgaria,Bulgarian Socialist Party,S&D,2
54,Poland,Prawo i Sprawiedliwość,ECR,1
48,Italy,Lega,IDG,1
66,Germany,Alternative für Deutschland,IDG,1
55,Poland,Prawo i Sprawiedliwość,ECR,1
60,Portugal,Partido Socialista,S&D,2
41,Italy,Independent,REG,1
53,Italy,Italia Viva,REG,2
