Age,Country,Party,EPG,Vote
70,Poland,Gauche,S&D,1
51,Romania,Centre,REG,2
65,United Kingdom,Centre-droit,S&D,1
46,France,Centre-droit,Greens/EFA,3
53,Romania,Centre-droit,S&D,1
32,Hungary,Centre,REG,2
57,Ireland,Centre-droit,Greens/EFA,1
31,Malta,Centre-droit,S&D,1
62,Netherlands,Centre,EPP,2
44,Malta,Centre-droit,S&D,1
52,Ireland,Droite,The Left,1
38,Sweden,Centre-droit,S&D,1
49,France,Droite,EPP,2
50,United Kingdom,Droite,NI,1
66,United Kingdom,Centre,REG,2
36,France,Centre,REG,2
43,France,Centre-droit,Greens/EFA,1
43,Hungary,Droite,NI,2
41,France,Centre-droit,Greens/EFA,1
44,United Kingdom,Droite,NI,1
44,Germany,Gauche,Greens/EFA,1
57,Belgium,Centre-droit,Greens/EFA,1
54,Hungary,Droite,NI,2
44,Czech Republic,Centre,REG,2
48,Hungary,Centre-droit,S&D,1
32,Germany,Centre-droit,EPP,2
34,Germany,Centre,EPP,2
57,Spain,Centre-droit,S&D,1
60,France,Centre,REG,1
41,Bulgaria,Droite,ECR,2
44,Netherlands,Centre-droit,Greens/EFA,1
62,United Kingdom,NA,NI,2
64,Germany,Gauche,The Left,1
38,Germany,Centre,REG,2
45,Germany,Centre-droit,S&D,1
55,Spain,Droite,EPP,2
37,Italy,Centre-droit,Greens/EFA,1
50,France,Droite,EPP,2
49,Slovenia,Centre-droit,S&D,1
53,Romania,Centre,EPP,2
56,United Kingdom,Droite,NI,1
42,Sweden,Centre,REG,2
55,Germany,Centre-droit,EPP,2
53,Portugal,Droite,EPP,2
41,Spain,Centre-droit,S&D,1
58,Germany,Droite,IDG,1
48,Croatia,Centre-droit,REG,2
63,Poland,Centre,ECR,3
51,Cyprus,Centre,EPP,2
60,United Kingdom,Droite,NI,1
36,Germany,Gauche,Greens/EFA,1
60,Sweden,Centre-droit,S&D,1
35,Denmark,Centre-droit,S&D,1
32,Italy,Centre,NI,1
57,Denmark,Centre,REG,2
60,Germany,Centre,EPP,2
50,Hungary,Droite,NI,2
32,Austria,Centre,REG,2
43,Spain,Centre-droit,S&D,1
46,Spain,Centre-droit,S&D,1
45,Spain,Centre-droit,S&D,1
53,Spain,Centre,REG,2
66,Germany,Centre-droit,S&D,1
52,Germany,Gauche,Greens/EFA,1
59,Germany,Centre-droit,S&D,1
52,Italy,Centre,NI,1
57,Cyprus,Gauche,The Left,1
46,Greece,Gauche,The Left,1
43,Romania,Centre,REG,2
58,United Kingdom,Centre,REG,2
51,Germany,Gauche,Greens/EFA,1
49,Germany,Centre,EPP,2
45,Germany,Centre,REG,2
41,France,Centre-droit,S&D,1
48,Spain,Centre-droit,S&D,1
56,Spain,Droite,EPP,2
56,Italy,Droite,IDG,2
66,Romania,Centre,S&D,1
48,France,Droite,IDG,2
44,Slovenia,Centre-droit,REG,2
55,France,Centre,REG,2
52,Italy,Centre-droit,S&D,1
36,Portugal,NA,Greens/EFA,1
69,France,Centre,REG,1
58,France,Centre-droit,S&D,1
44,Portugal,Gauche,The Left,1
41,Sweden,Centre-droit,S&D,1
52,Hungary,Droite,NI,2
31,Germany,Centre,REG,2
50,Germany,Gauche,Greens/EFA,1
53,Austria,Droite,IDG,2
53,Slovakia,NA,S&D,1
60,Finland,Droite,IDG,2
59,Poland,Centre,EPP,2
30,United Kingdom,Droite,ECR,3
65,Finland,Centre-droit,Greens/EFA,1
52,Netherlands,Gauche,The Left,1
31,United Kingdom,Droite,NI,1
54,Austria,Centre-droit,S&D,1
65,Finland,Centre-droit,S&D,1
71,Germany,Gauche,Greens/EFA,1
50,Hungary,Droite,NI,2
40,Czech Republic,Centre,REG,2
58,Germany,Centre-droit,EPP,2
43,Slovakia,Centre,REG,2
56,Sweden,Centre-droit,Greens/EFA,1
27,Spain,Centre-droit,S&D,1
40,United Kingdom,Centre,REG,2
58,United Kingdom,Centre,REG,2
62,United Kingdom,Centre-droit,S&D,1
50,Bulgaria,Gauche,S&D,1
72,Poland,Centre,EPP,2
41,Finland,Droite,IDG,2
36,Netherlands,Centre,REG,2
36,Sweden,Centre-droit,S&D,1
57,Netherlands,Centre,REG,2
61,Germany,Centre,EPP,2
59,France,Droite,IDG,2
54,United Kingdom,Centre-droit,S&D,1
60,Netherlands,Centre-droit,S&D,1
58,United Kingdom,Droite,NI,1
47,France,Droite,IDG,2
31,Slovenia,Centre-droit,REG,2
62,Lithuania,Droite,EPP,1
67,Poland,Centre,ECR,3
64,France,Droite,IDG,2
54,Germany,Centre-droit,S&D,1
45,Bulgaria,Centre,EPP,2
40,Belgium,Centre,ECR,2
63,Austria,Centre-droit,EPP,2
50,Sweden,Centre,REG,2
54,Finland,Centre,REG,2
61,Greece,Centre,EPP,2
61,France,Centre,REG,2
39,Germany,Gauche,Greens/EFA,1
54,Poland,Droite,ECR,3
43,United Kingdom,Centre-droit,S&D,1
57,Poland,Centre,ECR,3
36,Czech Republic,Centre,REG,2
38,Poland,NA,S&D,1
34,Sweden,Centre,EPP,2
50,Greece,Gauche,The Left,1
40,Czech Republic,Centre-droit,Greens/EFA,1
51,Croatia,NA,NI,3
39,Czech Republic,Droite,The Left,1
61,Greece,NA,NI,2
64,Poland,Centre,EPP,2
53,Poland,Centre,ECR,3
30,Germany,Centre,REG,2
58,Greece,Gauche,The Left,1
40,Czech Republic,Centre,REG,2
43,Germany,Droite,IDG,1
67,Poland,Centre,ECR,2
64,Germany,Centre-droit,S&D,1
64,Lithuania,Droite,EPP,2
49,Sweden,Centre-droit,Greens/EFA,1
64,Germany,Droite,IDG,1
64,Poland,Centre,ECR,3
35,Greece,Centre,EPP,2
68,Greece,NA,REG,2
45,Germany,Gauche,Greens/EFA,1
48,Greece,NA,NI,2
41,France,Centre-droit,S&D,1
55,Italy,Droite,IDG,2
65,Germany,Centre-droit,S&D,1
45,Netherlands,Droite,EPP,2
41,Germany,Gauche,Greens/EFA,1
42,France,Droite,IDG,2
56,France,Centre-droit,S&D,1
43,France,Droite,IDG,2
47,Sweden,Centre,EPP,2
68,Portugal,Centre-droit,S&D,1
36,Netherlands,Droite,EPP,2
72,Poland,NA,S&D,3
55,Germany,Centre,EPP,2
54,Germany,Droite,IDG,2
43,Germany,Centre,EPP,2
56,France,Centre,REG,2
62,United Kingdom,Droite,ECR,3
50,Spain,Droite,EPP,2
63,United Kingdom,Droite,NI,1
40,Spain,Centre-droit,S&D,1
49,Germany,Centre,EPP,2
61,Ireland,Centre,EPP,2
49,United Kingdom,Centre-droit,Greens/EFA,1
45,Spain,Centre-droit,S&D,1
31,United Kingdom,Centre-droit,Greens/EFA,1
47,Italy,Centre-droit,S&D,1
62,Lithuania,NA,EPP,3
30,Spain,Centre-droit,S&D,1
41,Austria,Centre-droit,EPP,2
62,France,Droite,IDG,2
68,Romania,Centre,EPP,2
33,Germany,Gauche,Greens/EFA,1
66,Portugal,Centre-droit,S&D,1
44,Portugal,Centre-droit,S&D,1
44,Portugal,Gauche,The Left,1
47,France,Gauche,The Left,1
52,Czech Republic,NA,S&D,2
53,Poland,Centre,ECR,3
66,Lithuania,Droite,EPP,3
67,Greece,Centre,EPP,2
40,Denmark,Centre,REG,2
70,France,Droite,IDG,2
41,Malta,Droite,EPP,2
53,Luxembourg,Centre-droit,Greens/EFA,1
59,Germany,NA,NI,2
65,Germany,Gauche,The Left,1
63,Bulgaria,Centre,REG,2
47,Estonia,Centre-droit,S&D,1
74,Poland,NA,S&D,1
44,Finland,Gauche,The Left,1
48,United Kingdom,Centre,REG,2
45,Hungary,Centre-droit,S&D,1
47,Spain,Droite,EPP,2
55,Spain,Centre-droit,S&D,1
47,Italy,Centre-droit,S&D,1
50,Romania,Centre,EPP,2
45,Poland,Centre,ECR,3
58,Germany,Centre,REG,2
56,United Kingdom,Droite,NI,1
39,Romania,Centre,EPP,2
40,Netherlands,Centre,REG,2
47,United Kingdom,Centre,REG,2
36,Germany,Gauche,Greens/EFA,1
71,Germany,Centre-droit,S&D,1
79,United Kingdom,Centre,REG,2
60,Romania,Centre-droit,S&D,1
57,Germany,Centre-droit,EPP,2
54,Czech Republic,Centre,EPP,2
28,Germany,Gauche,Greens/EFA,1
44,Finland,Centre-droit,Greens/EFA,1
35,Greece,Centre,NI,1
53,Germany,Centre-droit,S&D,1
61,Slovenia,Centre,EPP,2
42,Germany,Centre,REG,2
68,Poland,Centre,EPP,2
51,France,Gauche,The Left,1
61,United Kingdom,Droite,NI,1
55,Spain,Centre,REG,2
54,Cyprus,Centre-droit,S&D,1
45,Greece,Centre,NI,1
65,Greece,Gauche,The Left,1
51,Italy,NA,Greens/EFA,1
58,Belgium,Centre,EPP,2
73,Finland,Centre,REG,2
44,France,Gauche,The Left,1
22,Denmark,Gauche,Greens/EFA,1
54,Denmark,Centre,REG,2
35,United Kingdom,Centre-droit,Greens/EFA,1
37,United Kingdom,Droite,NI,1
39,Italy,Centre-droit,S&D,1
59,Croatia,Centre-droit,S&D,1
57,Germany,Centre,EPP,2
45,France,NA,NI,2
41,Netherlands,Centre-droit,S&D,1
71,Italy,NA,S&D,1
49,Sweden,Centre,EPP,2
33,United Kingdom,Centre,REG,2
60,United Kingdom,Droite,NI,1
31,Netherlands,Centre,REG,2
65,Poland,Centre,ECR,3
52,Portugal,Droite,EPP,2
54,Austria,Centre-droit,S&D,1
47,Spain,Gauche,The Left,1
50,Germany,Droite,IDG,2
33,Germany,Gauche,Greens/EFA,1
31,Croatia,Droite,EPP,2
45,Spain,Centre,Greens/EFA,1
74,France,Centre,REG,2
56,France,NA,NI,2
62,Spain,Centre-droit,S&D,1
57,Spain,Centre,REG,2
32,Hungary,Centre-droit,S&D,1
53,Italy,Centre,NI,1
51,Netherlands,Droite,ECR,1
54,Netherlands,Droite,ECR,1
52,France,Centre-droit,Greens/EFA,1
59,France,Droite,IDG,2
54,United Kingdom,Droite,NI,1
48,Netherlands,Droite,ECR,2
42,Spain,Centre-droit,S&D,1
59,Poland,Centre,ECR,3
47,Italy,Droite,EPP,2
60,Spain,Centre-droit,S&D,1
47,France,Droite,EPP,2
45,France,Centre-droit,Greens/EFA,1
53,Denmark,Centre-droit,S&D,1
51,Austria,Centre-droit,S&D,1
45,Germany,Gauche,The Left,1
46,Austria,Centre-droit,EPP,2
66,Germany,Gauche,The Left,1
67,Netherlands,Droite,EPP,2
37,Netherlands,Centre,REG,2
58,Germany,Centre-droit,S&D,1
47,Germany,Centre,EPP,2
57,United Kingdom,Centre-droit,Greens/EFA,1
48,Germany,Centre,EPP,2
35,France,Centre,REG,2
34,Germany,NA,Greens/EFA,1
45,Austria,Centre-droit,S&D,1
57,Poland,Centre,EPP,2
58,Portugal,Centre-droit,S&D,1
36,Slovakia,Centre,REG,2
42,Germany,Centre,EPP,2
30,Croatia,Droite,NI,3
60,Bulgaria,Droite,ECR,2
57,Czech Republic,Centre,EPP,2
38,Croatia,Droite,EPP,2
49,Spain,Centre,REG,2
55,Germany,Gauche,NI,1
55,Greece,Centre,EPP,2
54,Bulgaria,Gauche,S&D,1
38,Romania,Centre,REG,2
41,Romania,Centre,REG,3
59,Hungary,Droite,EPP,2
67,Italy,Droite,EPP,2
34,United Kingdom,Droite,NI,1
42,Romania,Centre,ECR,1
62,Spain,Droite,ECR,2
38,Austria,Centre-droit,EPP,2
66,Poland,NA,REG,2
46,Italy,Centre-droit,S&D,1
42,Sweden,Centre,EPP,2
62,Croatia,Droite,ECR,2
55,Slovenia,Droite,EPP,2
75,Finland,Centre,REG,2
64,Czech Republic,Centre,ECR,3
45,Hungary,Droite,NI,2
33,France,Centre-droit,Greens/EFA,1
33,Italy,Droite,IDG,2
63,France,Centre,REG,2
64,Hungary,Droite,NI,2
36,Slovakia,Droite,NI,2
51,Austria,Centre-droit,Greens/EFA,1
51,Belgium,Centre-droit,S&D,1
42,Belgium,Droite,IDG,2
65,Belgium,Centre,ECR,2
31,Netherlands,Centre-droit,Greens/EFA,1
48,Belgium,Centre,REG,2
38,France,Centre,REG,2
56,Germany,Centre,EPP,2
67,Belgium,Centre,REG,2
37,Denmark,Gauche,The Left,1
43,Romania,Centre,EPP,2
50,Denmark,Centre-droit,S&D,1
48,Finland,Droite,EPP,2
38,Bulgaria,Gauche,S&D,1
58,Austria,Centre-droit,S&D,1
53,United Kingdom,Centre,REG,2
57,Germany,Centre,EPP,2
64,Greece,Centre,EPP,2
55,Czech Republic,Centre,ECR,1
57,Italy,Droite,EPP,2
65,Ireland,Droite,The Left,1
33,Ireland,Centre,EPP,2
57,Germany,Centre,EPP,2
51,Sweden,Centre,EPP,2
63,United Kingdom,Centre-droit,S&D,1
63,Poland,Centre,ECR,3
48,Germany,Centre-droit,EPP,2
38,Sweden,Droite,ECR,3
52,Denmark,Centre,EPP,2
73,United Kingdom,Droite,NI,1
58,Austria,Centre-droit,Greens/EFA,1
41,Slovakia,Centre,REG,2
56,Romania,Centre,EPP,2
57,Austria,Centre-droit,EPP,2
59,Luxembourg,Centre,EPP,2
57,Poland,Centre,ECR,3
35,Germany,Centre-droit,S&D,1
34,Netherlands,Centre-droit,S&D,1
49,France,Centre-droit,REG,1
56,Bulgaria,Gauche,S&D,1
44,France,Centre,REG,2
49,Italy,Droite,IDG,2
34,Italy,Droite,IDG,2
60,Spain,Droite,EPP,2
41,Czech Republic,Centre,EPP,2
67,Germany,Droite,IDG,2
63,Spain,Droite,EPP,2
61,Portugal,Centre-droit,S&D,1
50,Croatia,Droite,EPP,2
42,Italy,NA,REG,1
58,Slovenia,Droite,EPP,2
54,Italy,Centre,REG,1
49,Spain,Droite,NI,1
52,Croatia,Droite,EPP,2
58,Spain,Droite,NI,1
