Age,Country,Party,EPG,Vote
52,Austria,Droite,IDG,2
37,Luxembourg,Centre,EPP,2
51,Netherlands,Gauche,The Left,1
30,United Kingdom,Droite,NI,2
53,Austria,Centre-droit,S&D,1
64,Finland,Centre-droit,S&D,3
45,Poland,Centre,EPP,2
57,United Kingdom,Centre,REG,2
61,United Kingdom,Centre-droit,S&D,3
71,Poland,Centre,EPP,2
40,Finland,Droite,IDG,2
56,Netherlands,Centre,REG,2
52,France,Centre-droit,Greens/EFA,1
62,France,Droite,IDG,2
58,France,Droite,IDG,2
59,Netherlands,Centre-droit,S&D,3
57,Estonia,Centre-droit,S&D,1
53,Germany,Centre-droit,S&D,3
44,Bulgaria,Centre,EPP,1
38,Germany,Gauche,Greens/EFA,1
53,Poland,Droite,ECR,2
42,United Kingdom,Centre-droit,S&D,3
29,Denmark,Droite,IDG,2
39,Czech Republic,Centre-droit,Greens/EFA,1
50,Croatia,NA,NI,3
52,Poland,Centre,ECR,2
44,Hungary,Droite,NI,2
62,Germany,Centre-droit,S&D,3
57,Greece,Gauche,The Left,1
39,Czech Republic,Centre,REG,2
52,Bulgaria,Centre-droit,EPP,2
66,Poland,Centre,ECR,2
63,Germany,Centre-droit,S&D,3
48,Sweden,Centre-droit,Greens/EFA,1
63,Germany,Droite,IDG,3
63,Poland,Centre,ECR,2
34,Greece,Centre,EPP,2
64,Germany,Centre-droit,S&D,3
44,Netherlands,Droite,EPP,2
61,France,Droite,IDG,2
42,France,Droite,IDG,2
35,Netherlands,Droite,EPP,2
52,Italy,Droite,IDG,2
55,France,Centre,REG,2
49,Spain,Droite,EPP,2
62,United Kingdom,Droite,NI,3
60,Ireland,Centre,EPP,2
65,United Kingdom,Centre,ECR,2
30,United Kingdom,Centre-droit,Greens/EFA,1
61,Lithuania,NA,EPP,1
29,Spain,Centre-droit,S&D,3
40,Austria,Centre-droit,EPP,2
61,France,Droite,IDG,2
32,Germany,Gauche,Greens/EFA,1
65,Portugal,Centre-droit,S&D,1
43,Portugal,Centre-droit,S&D,2
43,Portugal,Gauche,The Left,1
52,Poland,Centre,ECR,2
40,Malta,Droite,EPP,2
58,Germany,NA,NI,3
64,Germany,Gauche,The Left,1
62,Bulgaria,Centre,REG,2
44,Hungary,Centre-droit,S&D,3
54,United Kingdom,Centre-droit,S&D,3
49,Romania,Centre,EPP,2
44,Poland,Centre,ECR,2
57,Germany,Centre,REG,2
55,United Kingdom,Droite,NI,2
38,Romania,Centre,EPP,2
72,Spain,NA,REG,2
70,Germany,Centre-droit,S&D,1
78,United Kingdom,Centre,REG,2
27,Germany,Gauche,Greens/EFA,1
43,Finland,Centre-droit,Greens/EFA,1
34,Greece,Centre,NI,1
52,Germany,Centre-droit,S&D,1
60,Slovenia,Centre,EPP,2
31,Bulgaria,Centre-droit,EPP,2
41,Germany,Centre,REG,2
58,France,Droite,IDG,2
50,France,Gauche,The Left,1
60,United Kingdom,Droite,NI,3
54,Spain,Centre,REG,2
53,Cyprus,Centre-droit,S&D,3
44,Greece,Centre,NI,1
64,Greece,Gauche,The Left,1
57,United Kingdom,Droite,NI,3
52,Germany,Gauche,Greens/EFA,3
50,Italy,NA,Greens/EFA,3
43,France,Gauche,The Left,1
42,Portugal,Droite,The Left,1
21,Denmark,Gauche,Greens/EFA,1
34,United Kingdom,Centre-droit,Greens/EFA,1
36,United Kingdom,Droite,NI,2
36,Italy,Centre,NI,3
40,Netherlands,Centre-droit,S&D,3
59,Romania,Centre-droit,S&D,3
43,Italy,Droite,ECR,2
59,United Kingdom,Droite,NI,2
64,Poland,Centre,ECR,2
51,Portugal,Droite,EPP,2
32,Germany,Gauche,Greens/EFA,1
60,Belgium,Centre,REG,2
73,France,Centre,REG,2
55,France,NA,NI,2
61,Spain,Centre-droit,S&D,3
56,Spain,Centre,REG,2
50,Netherlands,Droite,ECR,2
53,Netherlands,Droite,ECR,2
51,France,Centre-droit,Greens/EFA,1
58,France,Droite,IDG,2
53,United Kingdom,Droite,NI,2
47,Netherlands,Droite,ECR,2
41,Spain,Centre-droit,S&D,3
58,Poland,Centre,ECR,2
46,Italy,Droite,EPP,2
59,Spain,Centre-droit,S&D,3
71,Malta,Centre-droit,S&D,1
52,Denmark,Centre-droit,S&D,3
50,Austria,Centre-droit,S&D,3
44,Germany,Gauche,The Left,1
65,Germany,Gauche,The Left,1
57,Germany,Centre-droit,S&D,3
46,Germany,Centre,EPP,2
56,United Kingdom,Centre-droit,Greens/EFA,1
57,Portugal,Centre-droit,S&D,3
29,Croatia,Droite,NI,3
59,Germany,Centre-droit,S&D,3
59,Bulgaria,Droite,ECR,2
53,Italy,Centre-droit,S&D,3
48,Spain,Centre,REG,2
69,Italy,Droite,ECR,2
45,United Kingdom,NA,NI,3
58,Slovakia,Centre,EPP,2
56,Poland,Centre,ECR,2
56,Belgium,Centre-droit,S&D,1
33,United Kingdom,Droite,NI,2
61,Spain,Droite,ECR,2
55,United Kingdom,Droite,NI,2
45,Italy,Centre-droit,S&D,2
41,Sweden,Centre,EPP,2
69,Italy,Centre-droit,S&D,2
61,Croatia,Droite,ECR,2
74,Finland,Centre,REG,2
52,Romania,Centre-droit,S&D,3
35,Slovakia,Droite,NI,3
37,Spain,Gauche,Greens/EFA,1
50,Austria,Centre-droit,Greens/EFA,1
50,Belgium,Centre-droit,S&D,3
41,Belgium,Droite,IDG,2
30,Netherlands,Centre-droit,Greens/EFA,1
47,Belgium,Centre,REG,2
39,Spain,Droite,The Left,1
36,Denmark,Gauche,The Left,1
57,Austria,Centre-droit,S&D,3
56,Germany,Centre,EPP,2
62,United Kingdom,Centre-droit,S&D,1
62,Poland,Centre,ECR,2
47,Germany,Centre-droit,EPP,2
37,Sweden,Droite,ECR,2
62,Germany,Centre,EPP,2
57,Austria,Centre-droit,Greens/EFA,1
48,France,Centre-droit,REG,1
54,Poland,Centre,ECR,2
33,Italy,Droite,IDG,2
59,Spain,Droite,EPP,2
40,Czech Republic,Centre,EPP,2
66,Germany,Droite,IDG,2
60,Portugal,Centre-droit,S&D,3
41,Italy,NA,REG,3
57,Slovenia,Droite,EPP,2
