Age,Country,Party,EPG,Vote
48,Hungary,Demokratikus Koalíció,S&D,2
32,Germany,Christlich-Soziale Union in Bayern e.V.,EPP,2
51,Italy,Südtiroler Volkspartei,EPP,3
56,Poland,Platforma Obywatelska,EPP,2
57,Spain,Partido Socialista Obrero Español,S&D,2
60,France,Liste Renaissance,REG,2
44,Netherlands,GroenLinks,Greens/EFA,2
62,Netherlands,JA21,ECR,1
45,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
37,Italy,Europa Verde,Greens/EFA,1
50,France,Les Républicains,EPP,2
54,France,Mouvement Démocrate,REG,2
55,Germany,Christlich-Soziale Union in Bayern e.V.,EPP,2
53,Portugal,Partido Social Democrata,EPP,2
41,Spain,Partido Socialista Obrero Español,S&D,2
57,Italy,Partito Democratico,S&D,2
37,Italy,Movimento 5 Stelle,NI,2
42,Portugal,Partido Comunista Português,The Left,2
58,Germany,Alternative für Deutschland,IDG,1
48,Croatia,Istarski demokratski sabor - Dieta democratica istriana,REG,2
51,Cyprus,Democratic Rally,EPP,2
46,Poland,Platforma Obywatelska,EPP,2
44,Belgium,Christen-Democratisch & Vlaams,EPP,2
36,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
60,Sweden,Arbetarepartiet- Socialdemokraterna,S&D,2
35,Denmark,Socialdemokratiet,S&D,2
32,Italy,Movimento 5 Stelle,NI,1
57,Denmark,"Venstre, Danmarks Liberale Parti",REG,2
60,Germany,Christlich Demokratische Union Deutschlands,EPP,2
50,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,1
32,Austria,NEOS – Das Neue Österreich,REG,2
43,Spain,Partido Socialista Obrero Español,S&D,2
43,Spain,Partido Socialista Obrero Español,S&D,2
45,Spain,Partido Socialista Obrero Español,S&D,2
66,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
52,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
52,Italy,Movimento 5 Stelle,NI,1
57,Cyprus,Progressive Party of Working People - Left - New Forces,The Left,2
46,Greece,Coalition of the Radical Left,The Left,2
43,Romania,USR-PLUS,REG,2
49,Germany,Christlich Demokratische Union Deutschlands,EPP,2
41,France,Place publique,S&D,2
68,Luxembourg,Parti démocratique,REG,2
56,Spain,Partido Popular,EPP,2
56,Italy,Lega,IDG,1
66,Romania,Partidul Puterii Umaniste,S&D,2
27,Czech Republic,PIRÁTI,Greens/EFA,2
48,France,Rassemblement national,IDG,1
44,Slovenia,Lista Marjana Šarca,REG,2
55,France,Mouvement Démocrate,REG,2
36,Portugal,Independente,Greens/EFA,2
69,France,Liste Renaissance,REG,2
58,France,Parti Socialiste,S&D,2
43,Hungary,JOBBIK MAGYARORSZÁGÉRT MOZGALOM,NI,2
52,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,1
31,Germany,Freie Demokratische Partei,REG,2
50,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
53,Slovakia,Independent,S&D,2
60,Finland,Perussuomalaiset,IDG,1
38,Luxembourg,Parti chrétien social luxembourgeois,EPP,2
65,Finland,Vihreä liitto,Greens/EFA,2
64,Romania,Partidul Naţional Liberal,EPP,1
34,France,La République en marche,REG,2
52,Netherlands,Partij voor de Dieren,The Left,2
50,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,1
40,Czech Republic,Ano 2011,REG,2
43,Slovakia,Progresívne Slovensko,REG,2
56,Sweden,Miljöpartiet de gröna,Greens/EFA,2
27,Spain,Partido Socialista Obrero Español,S&D,2
50,Bulgaria,Bulgarian Socialist Party,S&D,2
72,Poland,Platforma Obywatelska,EPP,2
41,Finland,Perussuomalaiset,IDG,1
36,Netherlands,Volkspartij voor Vrijheid en Democratie,REG,2
48,Latvia,Attīstībai/Par!,REG,2
36,Sweden,Arbetarepartiet- Socialdemokraterna,S&D,2
57,Netherlands,Democraten 66,REG,2
63,France,Rassemblement national,IDG,1
59,France,Rassemblement national,IDG,1
60,Netherlands,Partij van de Arbeid,S&D,2
47,France,Rassemblement national,IDG,1
31,Slovenia,Lista Marjana Šarca,REG,2
62,Lithuania,Tėvynės sąjunga-Lietuvos krikščionys demokratai,EPP,2
62,Slovakia,Sloboda a Solidarita,ECR,1
58,Estonia,Sotsiaaldemokraatlik Erakond,S&D,2
45,Bulgaria,Democrats for Strong Bulgaria,EPP,1
40,Belgium,Nieuw-Vlaamse Alliantie,ECR,1
41,France,La République en marche,REG,2
50,Sweden,Liberalerna,REG,2
61,Greece,Nea Demokratia,EPP,2
61,France,Agir - La Droite constructive,REG,2
39,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
61,Cyprus,Progressive Party of Working People - Left - New Forces,The Left,2
36,Czech Republic,Ano 2011,REG,3
30,Denmark,Dansk Folkeparti,IDG,1
38,Poland,,S&D,2
34,Sweden,Moderaterna,EPP,2
50,Greece,Coalition of the Radical Left,The Left,2
40,Czech Republic,PIRÁTI,Greens/EFA,2
30,Germany,Freie Demokratische Partei,REG,2
45,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,1
58,Greece,Coalition of the Radical Left,The Left,2
40,Czech Republic,Ano 2011,REG,2
64,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
64,Lithuania,Tėvynės sąjunga-Lietuvos krikščionys demokratai,EPP,2
64,Germany,Alternative für Deutschland,IDG,1
35,Greece,Nea Demokratia,EPP,1
68,Greece,Independent,REG,2
35,Bulgaria,Movement for Rights and Freedoms,REG,2
48,Greece,Independent,NI,1
41,France,Place publique,S&D,2
57,Belgium,Ecologistes Confédérés pour l'Organisation de Luttes Originales,Greens/EFA,2
45,Netherlands,Christen Democratisch Appèl,EPP,2
42,France,Rassemblement national,IDG,1
56,France,Nouvelle Donne,S&D,2
47,Sweden,Kristdemokraterna,EPP,2
68,Portugal,Partido Socialista,S&D,2
36,Netherlands,Christen Democratisch Appèl,EPP,2
43,Germany,Christlich Demokratische Union Deutschlands,EPP,2
56,France,Liste Renaissance,REG,2
76,Spain,Partido Popular,EPP,2
49,Germany,Christlich Demokratische Union Deutschlands,EPP,2
62,Lithuania,Independent,EPP,1
45,Romania,Partidul Social Democrat,S&D,2
41,Austria,Österreichische Volkspartei,EPP,2
62,France,Rassemblement national,IDG,1
68,Romania,Partidul Naţional Liberal,EPP,2
44,Portugal,Partido Socialista,S&D,2
58,Croatia,Socijaldemokratska partija Hrvatske,S&D,2
47,France,Gauche républicaine et socialiste,The Left,2
52,Czech Republic,Independent,S&D,2
66,Lithuania,Tėvynės sąjunga-Lietuvos krikščionys demokratai,EPP,1
67,Greece,Nea Demokratia,EPP,2
40,Denmark,Det Radikale Venstre,REG,2
70,France,Rassemblement national,IDG,1
53,Luxembourg,Déi Gréng - Les Verts,Greens/EFA,2
59,Germany,Independent,NI,1
63,Bulgaria,Movement for Rights and Freedoms,REG,2
47,Estonia,Sotsiaaldemokraatlik Erakond,S&D,2
44,Finland,Vasemmistoliitto,The Left,2
45,Hungary,Demokratikus Koalíció,S&D,2
47,Spain,Partido Popular,EPP,2
55,Spain,Partido Socialista Obrero Español,S&D,2
47,Italy,Partito Democratico,S&D,2
45,Poland,Prawo i Sprawiedliwość,ECR,1
58,Germany,Freie Wähler,REG,2
39,Romania,Partidul Naţional Liberal,EPP,2
40,Netherlands,Volkspartij voor Vrijheid en Democratie,REG,2
36,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
71,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
60,Romania,Partidul Social Democrat,S&D,2
54,Czech Republic,TOP 09 a Starostové,EPP,2
28,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
44,Finland,Vihreä liitto,Greens/EFA,2
53,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
61,Slovenia,Nova Slovenija – Krščanski demokrati,EPP,2
42,Germany,Freie Demokratische Partei,REG,2
68,Poland,Platforma Obywatelska,EPP,2
51,France,La France Insoumise,The Left,2
54,Cyprus,Movement for Social Democracy EDEK,S&D,2
65,Greece,Coalition of the Radical Left,The Left,2
53,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
51,Italy,Independent,Greens/EFA,1
58,Belgium,Christen-Democratisch & Vlaams,EPP,2
44,France,La France Insoumise,The Left,2
32,Bulgaria,Bulgarian Socialist Party,S&D,2
43,Portugal,Partido Comunista Português,The Left,2
22,Denmark,Socialistisk Folkeparti,Greens/EFA,2
54,Denmark,Det Radikale Venstre,REG,2
59,Croatia,Socijaldemokratska partija Hrvatske,S&D,2
57,Germany,Christlich Demokratische Union Deutschlands,EPP,2
37,Italy,Movimento 5 Stelle,NI,1
71,Italy,Independent,S&D,2
44,Romania,Uniunea Salvați România,REG,2
60,Romania,Partidul Social Democrat,S&D,2
49,Sweden,Moderaterna,EPP,2
31,Netherlands,Democraten 66,REG,2
65,Poland,Prawo i Sprawiedliwość,ECR,1
52,Portugal,Partido Social Democrata,EPP,2
54,Austria,Sozialdemokratische Partei Österreichs,S&D,2
50,Germany,Alternative für Deutschland,IDG,1
33,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
61,Belgium,Mouvement Réformateur,REG,2
65,Italy,Lega,IDG,1
74,France,Mouvement Radical Social-Libéral,REG,2
56,France,,NI,1
73,Italy,Partito Democratico,S&D,2
50,Spain,PODEMOS,The Left,2
32,Hungary,Demokratikus Koalíció,S&D,2
54,Netherlands,JA21,ECR,1
59,France,Rassemblement national,IDG,1
42,Spain,Partido Socialista Obrero Español,S&D,2
47,Italy,Forza Italia,EPP,3
47,France,Les Républicains,EPP,2
52,Portugal,Partido Socialista,S&D,2
38,Italy,Lega,IDG,1
45,France,Europe Écologie,Greens/EFA,2
53,Denmark,Socialdemokratiet,S&D,2
51,Austria,Sozialdemokratische Partei Österreichs,S&D,2
45,Germany,DIE LINKE.,The Left,2
48,Germany,Christlich Demokratische Union Deutschlands,EPP,2
37,Netherlands,Volkspartij voor Vrijheid en Democratie,REG,2
48,Germany,Christlich Demokratische Union Deutschlands,EPP,2
35,France,La République en marche,REG,2
36,Luxembourg,Indépendent,REG,2
58,Portugal,Partido Socialista,S&D,2
36,Slovakia,Progresívne Slovensko,REG,2
42,Germany,Christlich Demokratische Union Deutschlands,EPP,1
30,Croatia,Živi Zid,NI,3
60,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
34,Sweden,Kristdemokraterna,EPP,2
38,Croatia,Hrvatska demokratska zajednica,EPP,2
49,Spain,Ciudadanos – Partido de la Ciudadanía,REG,2
55,Greece,Nea Demokratia,EPP,2
59,Slovakia,Kresťanskodemokratické hnutie,EPP,2
38,Romania,Uniunea Salvați România,REG,2
50,Sweden,Sverigedemokraterna,ECR,1
59,Netherlands,GroenLinks,Greens/EFA,2
41,Romania,Uniunea Salvați România,REG,2
67,Italy,Forza Italia,EPP,3
41,Italy,Lega,IDG,1
48,Netherlands,Partij van de Arbeid,S&D,2
62,Spain,Vox,ECR,1
53,France,Liste Renaissance,REG,2
39,Romania,Partidul Mișcarea Populară,EPP,2
62,Croatia,Hrvatska konzervativna stranka,ECR,1
54,Estonia,Eesti Keskerakond,REG,2
75,Finland,Svenska folkpartiet,REG,2
45,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,1
33,France,Europe Écologie,Greens/EFA,2
53,Romania,Partidul Social Democrat,S&D,2
45,Hungary,Magyar Szocialista Párt,S&D,2
38,Spain,Catalunya en Comú,Greens/EFA,2
44,Latvia,'Saskaņa' sociāldemokrātiskā partija,S&D,2
51,Austria,Die Grünen - Die Grüne Alternative,Greens/EFA,2
51,Belgium,Socialistische Partij.Anders,S&D,2
42,Belgium,Vlaams Belang,IDG,1
65,Belgium,Nieuw-Vlaamse Alliantie,ECR,1
31,Netherlands,GroenLinks,Greens/EFA,2
48,Belgium,Open Vlaamse Liberalen en Democraten,REG,2
38,France,Mouvement Démocrate,REG,2
56,Germany,Christlich Demokratische Union Deutschlands,EPP,2
67,Belgium,Open Vlaamse Liberalen en Democraten,REG,2
37,Denmark,Enhedslisten,The Left,2
50,Denmark,Socialdemokratiet,S&D,2
48,Finland,Kansallinen Kokoomus,EPP,2
50,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
55,Czech Republic,Občanská demokratická strana,ECR,1
57,Italy,Forza Italia,EPP,1
33,Ireland,Fine Gael Party,EPP,2
51,Sweden,Moderaterna,EPP,2
48,Germany,Christlich-Soziale Union in Bayern e.V.,EPP,2
38,Sweden,Sverigedemokraterna,ECR,1
52,Denmark,Det Konservative Folkeparti,EPP,1
63,Germany,Christlich Demokratische Union Deutschlands,EPP,2
58,Austria,Die Grünen - Die Grüne Alternative,Greens/EFA,2
56,Romania,Uniunea Democrată Maghiară din România,EPP,2
57,Austria,Österreichische Volkspartei,EPP,3
59,Luxembourg,Parti chrétien social luxembourgeois,EPP,2
34,Netherlands,Partij van de Arbeid,S&D,2
49,France,Europe Écologie,REG,2
44,France,La République en marche,REG,2
57,Czech Republic,Občanská demokratická strana,ECR,1
34,Italy,Lega,IDG,1
70,Latvia,Latvijas Krievu savienība,NI,2
50,Croatia,Hrvatska demokratska zajednica,EPP,1
58,Slovenia,Slovenska demokratska stranka,EPP,1
54,Italy,Italia Viva,REG,2
57,Luxembourg,Parti ouvrier socialiste luxembourgeois,S&D,2
49,Spain,Junts per Catalunya - Lliures per Europa,NI,2
58,Spain,Junts per Catalunya - Lliures per Europa,NI,2
28,Finland,Vihreä liitto,Greens/EFA,2
48,France,Liste Renaissance,REG,2
36,Sweden,Miljöpartiet de gröna,Greens/EFA,2
45,Spain,Vox,ECR,1
52,France,Liste Renaissance,REG,2
63,France,Europe Écologie,Greens/EFA,2
53,France,Rassemblement national,IDG,1
48,Slovakia,Kresťanskodemokratické hnutie,EPP,2
59,Spain,Partido Popular,EPP,2
48,France,Parti Socialiste,S&D,2
35,Romania,Partidul Social Democrat,S&D,2
63,Spain,Junts per Catalunya - Lliures per Europa,NI,2
46,Spain,Partido Socialista Obrero Español,S&D,2
34,Italy,Fratelli d'Italia,ECR,1
38,Spain,Ciudadanos – Partido de la Ciudadanía,REG,2
