Age,Country,Party,EPG,Vote
46,Italy,Forza Italia,EPP,2
59,Spain,Partido Socialista Obrero Español,S&D,2
46,France,Les Républicains,EPP,2
71,Malta,Partit Laburista,S&D,2
51,Portugal,Partido Socialista,S&D,2
37,Italy,Lega,IDG,2
59,Finland,Kansallinen Kokoomus,EPP,2
71,Poland,Prawo i Sprawiedliwość,ECR,2
44,France,Europe Écologie,Greens/EFA,2
52,Denmark,Socialdemokratiet,S&D,2
44,Germany,DIE LINKE.,The Left,1
45,Austria,Österreichische Volkspartei,EPP,2
66,Luxembourg,Parti ouvrier socialiste luxembourgeois,S&D,2
47,Germany,Christlich Demokratische Union Deutschlands,EPP,2
65,Germany,DIE LINKE.,The Left,1
66,Netherlands,Christen Democratisch Appèl,EPP,2
36,Netherlands,Volkspartij voor Vrijheid en Democratie,REG,2
57,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
46,Germany,Christlich Demokratische Union Deutschlands,EPP,2
47,Germany,Christlich Demokratische Union Deutschlands,EPP,2
34,France,La République en marche,REG,2
35,Luxembourg,Indépendent,REG,2
33,Germany,Independent,Greens/EFA,2
44,Austria,Sozialdemokratische Partei Österreichs,S&D,2
56,Poland,Platforma Obywatelska,EPP,2
57,Portugal,Partido Socialista,S&D,2
35,Slovakia,Progresívne Slovensko,REG,2
41,Germany,Christlich Demokratische Union Deutschlands,EPP,2
29,Croatia,Živi Zid,NI,3
59,Bulgaria,VMRO,ECR,2
53,Italy,Partito Democratico,S&D,2
46,United Kingdom,Scottish National Party,Greens/EFA,2
56,Czech Republic,Křesťanská a demokratická unie - Československá strana lidová,EPP,2
48,Spain,Ciudadanos – Partido de la Ciudadanía,REG,2
54,Germany,Die PARTEI,NI,1
43,Poland,Independent,Greens/EFA,2
54,Greece,Nea Demokratia,EPP,2
69,Italy,Fratelli d'Italia,ECR,2
53,Bulgaria,Bulgarian Socialist Party,S&D,2
45,United Kingdom,Independent,NI,3
58,Slovakia,Kresťanskodemokratické hnutie,EPP,2
58,Netherlands,GroenLinks,Greens/EFA,2
62,Croatia,Hrvatska demokratska zajednica,EPP,2
58,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,EPP,2
56,Poland,Prawo i Sprawiedliwość,ECR,2
66,Italy,Forza Italia,EPP,2
52,Netherlands,Partij van de Arbeid,S&D,2
56,Belgium,Parti Socialiste,S&D,1
40,Italy,Lega,IDG,2
47,Netherlands,Partij van de Arbeid,S&D,2
33,United Kingdom,The Brexit Party,NI,2
41,Romania,Partidul Naţional Ţaranesc Creştin Democrat,ECR,2
61,Spain,Vox,ECR,1
37,Austria,Österreichische Volkspartei,EPP,2
65,Poland,,REG,2
45,Italy,Partito Democratico,S&D,2
41,Sweden,Moderaterna,EPP,2
54,Poland,Prawo i Sprawiedliwość,ECR,2
69,Italy,Partito Democratico,S&D,2
52,France,Liste Renaissance,REG,2
61,Croatia,Hrvatska konzervativna stranka,ECR,2
54,Slovenia,Slovenska demokratska stranka,EPP,2
53,Estonia,Eesti Keskerakond,REG,2
74,Finland,Svenska folkpartiet,REG,2
63,Czech Republic,Občanská demokratická strana,ECR,2
44,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,2
32,France,Europe Écologie,Greens/EFA,2
32,Italy,Lega,IDG,2
62,France,Liste Renaissance,REG,2
44,Romania,Uniunea Salvați România,REG,2
52,Romania,Partidul Social Democrat,S&D,2
35,Slovakia,Hnutie Republika,NI,3
39,Spain,ANTICAPITALISTAS,The Left,1
37,Spain,Catalunya en Comú,Greens/EFA,2
60,Lithuania,Darbo partija,NI,2
67,Latvia,Partija 'VIENOTĪBA',EPP,2
50,Austria,Die Grünen - Die Grüne Alternative,Greens/EFA,2
50,Belgium,Socialistische Partij.Anders,S&D,2
41,Belgium,Vlaams Belang,IDG,2
64,Belgium,Nieuw-Vlaamse Alliantie,ECR,2
30,Netherlands,GroenLinks,Greens/EFA,2
47,Belgium,Open Vlaamse Liberalen en Democraten,REG,2
37,France,Mouvement Démocrate,REG,2
55,Germany,Christlich Demokratische Union Deutschlands,EPP,2
53,Austria,Freiheitliche Partei Österreichs,IDG,2
39,Spain,PODEMOS,The Left,1
36,Denmark,Enhedslisten,The Left,1
49,Denmark,Socialdemokratiet,S&D,2
37,Bulgaria,Bulgarian Socialist Party,S&D,2
51,United Kingdom,Liberal Democrats,REG,2
57,Austria,Sozialdemokratische Partei Österreichs,S&D,2
49,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
